Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
Jaroslav Halák,37.0,G,25,0,1,1,0,0,0,0,0,0,1,0,0,0,,1454.0,58:09,0.0,0.0,3.8,0,0,0,0,
Igor Shesterkin,27.0,G,58,0,1,1,0,2,0,0,0,0,1,0,0,0,,3489.0,60:09,0.0,0.0,11.8,0,0,0,0,
