Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
Linus Ullmark,29.0,G,49,1,0,1,0.0,2,1,0,0,0,0,0,0,1,100.0,2882.0,58:49,0.0,0.0,13.2,0,0,0,0,
Keith Kinkaid,33.0,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,60.0,59:54,0.0,0.0,0.4,0,0,0,0,
Jeremy Swayman,24.0,G,37,0,0,0,0.0,2,0,0,0,0,0,0,0,0,,2013.0,54:24,0.0,0.0,6.9,0,0,0,0,
