Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
Jake Allen,32.0,G,42,0,1,1,0,2,0,0,0,0,1,0,0,0,,2450.0,58:21,0.0,0.0,5.8,0,0,0,0,
Sam Montembeault,26.0,G,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,2334.0,58:21,0.0,0.0,7.2,0,0,0,0,
Cayden Primeau,23.0,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.0,46:12,0.0,0.0,0.0,0,0,0,0,
